Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro
@Happimess73,,,2944,8,0.282383,0.319626,0,,,
@happit1776,,,2945,9,0.246328,0.270269,0,,,
@HappyBeMez,,,474,8,0.283398,0.3229,0,1,0,3
@Dizzycaper2,,,474,0,0,0,0,0,1,3
@happydad62,,,54,8,0.285894,0.327145,0,1,0,1
@HappyGuyDublin,,,61,2,0.666667,0.75,0,1,0,3
@HappyHarvDay,,,1148,8,0.282848,0.321183,0,,,
@Happyheart411,,,3608,8,0.282848,0.321183,1,,,
@CaroleAlways45,,,3608,0,0,0,0,,,
@happyjovigirl,,,2010,1,1,1,0,,,
@happyloner,,,2946,8,0.282383,0.319626,0,,,
@HAPPYTRAILS111,,,9,8,0.283293,0.32092,0,1,0,3
@HarborPercy,,,4323,8,0.31312,0.354114,0,1,0,3
@HardCoreConserv,,,345,9,0.242122,0.268813,0,,,
@HardenBeard,,,2651,9,0.255569,0.286808,0,,,
@Hardglass121,,,345,1,1,1,0,1,0,1
@hardmeatjohnson,,,2947,8,0.282383,0.319626,0,,,
@hardscribbletx,,,4323,8,0.282383,0.319626,0,1,0,5
@hardysreigns_,,,2651,1,1,1,0,,,
@jessccuh,,,2651,0,0,0,0,,,
@HaremConspiracy,,,1426,8,0.284421,0.32619,0,,,
@HariSeldon2100,,,73,8,0.284333,0.325073,0,,,
@melancholycsw,,,73,0,0,0,0,,,
@JAMsMa,,,663,8,0.282566,0.320773,0.5,,,
@harland923paul,,,2010,1,1,1,0,,,
@DonnaNoble10th,,,2010,0,0,0,0,,,
@harlequinyosei,,,2414,8,0.283784,0.323183,0,,,
@harley4319,,,4323,8,0.293999,0.336331,0,,,
@harleymylovebug,,,3370,9,0.238783,0.264339,0,,,
@jojofancyhat,,,4323,8,0.311653,0.367697,312.966667,1,0,3
@rae_ritzel,,,3370,0,0,0,0,,,
@HarleyRouda,,,474,1,1,1,0,,,
@nardotrealtor,,,474,0,0,0,0,,,
@HarnarSteven,,,2948,8,0.282383,0.319626,0,1,0,3
@Harold_Levine1,,,2949,8,0.282383,0.319626,0,1,0,3
@HaroldA_MAGA,,,2950,8,0.282383,0.319626,0,,,
@haroldkatkov,,,2010,10,0.19837,0.211957,0,,,
@Harperk1Kevin,,,2951,1,1,1,0,,,
@LochnerWalter,,,2951,0,0,0,0,,,
@muumuu_mama,,,2951,0,0,0,0,,,
@Zebop,,,2951,1,1,1,0,,,
@Harpmaster100,,,2952,9,0.246328,0.270269,0,1,0,3
@HarrietBaldwin,,,663,9,0.22239,0.243447,0,,,
@Harriettedm,,,9,2,0.666667,0.75,0,,,
@KellyCreollady2,,,9,0,0,0,0,,,
@harrisdrvapa,,,786,9,0.220877,0.239027,0,,,
@HarrisKupfer,,,49,9,0.244669,0.263293,0,,,
@Harry_R_Sohl,,,5260,8,0.282848,0.321183,0,,,
@HarryAngstrom60,,,616,9,0.231174,0.252605,0,1,0,3
@RanttMedia,,,616,8,0.299315,0.344257,1042.796834,,,
@harrycrumb3,,,2953,8,0.282383,0.319626,0,,,
@harryhalp,,,4323,1,1,1,0,1,0,3
@epollaert,,,4323,0,0,0,0,0,1,3
@PalmerReport,,,4323,0,0,0,0,0,3,3
@Harrynotlarry,,,2954,8,0.282383,0.319626,0,,,
@HarryTHop,,,133,10,0.198006,0.210917,0,,,
@HarryWiddifield,,,474,8,0.28275,0.321156,0,1,0,3
@HartBigbear,,,133,8,0.30661,0.345634,0,1,0,1
@Hartfins13,,,2955,8,0.282383,0.319626,0,,,
@hartjej,,,474,1,1,1,0,,,
@HartmaaanFunny8,,,2956,8,0.282383,0.319626,0,,,
@Hartofawarrior,,,345,8,0.298734,0.346779,144.585714,0,1,3
@J_Ingels,,,2774,0,0,0,0,,,
@MikeyR_05,,,345,0,0,0,0,0,3,3
@RobLaVigne8,,,345,0,0,0,0,0,3,3
@hartsigns,,,3608,8,0.283031,0.322328,0,,,
@Louellafa,,,3608,0,0,0,0,,,
@has_south,,,2957,8,0.286277,0.327654,0,,,
@hascall_s,,,73,8,0.284339,0.32511,0,,,
@haseebo,,,474,8,0.283215,0.322709,1,1,0,1
@The8BitMisfit,,,474,8,0.283031,0.321565,0,,,
@HaShawmar,,,2958,8,0.282383,0.319626,0,1,0,3
@darebaredaisy,,,1286,0,0,0,0,,,
@HashtagGriswold,,,3763,1,1,1,1,,,
@hasigawa1,,,54,8,0.283301,0.323067,0,,,
@HassyPatassy,,,1899,8,0.295623,0.336994,1,,,
@luvnra52,,,1899,8,0.295424,0.335855,0,,,
@pet_elle,,,1899,0,0,0,0,,,
@HastingsFamily5,,,2959,8,0.282383,0.319626,0,,,
@hater_donald,,,663,1,1,1,0,,,
@HatersNoNothing,,,2960,1,1,1,1,1,1,3
@Hardy13Phyllis,,,2960,0,0,0,0,0,1,3
@hathmyrna,,,1560,9,0.223644,0.24518,0,,,
@HatredMirror,,,4323,8,0.294276,0.336706,0,,,
@JaniaMoon,,,4323,8,0.282383,0.319626,0,,,
@HatterAriel,,,663,8,0.285164,0.326067,0,,,
@JECosmeticsinc,,,663,8,0.285806,0.329061,15.5,0,1,3
@spit_in_da_butt,,,663,8,0.285071,0.326051,6,0,1,3
@hattiecat44681,,,73,1,1,1,0,,,
@HAuNderneathSON,,,2961,8,0.282383,0.319626,0,,,
@Haunsie,,,2962,8,0.282383,0.319626,0,1,0,3
@Hauntrose,,,2963,8,0.282383,0.319626,0,1,0,3
@hausofJazzy,,,2964,8,0.282383,0.319626,0,1,0,3
@Havenlore,,,663,8,0.283129,0.321592,0,,,
@HavEyeC,,,3597,1,1,1,0,,,
@BillyBaldwin,,,61,0,0,0,0,0,2,3
@SGNSV_,,,61,8,0.283312,0.322733,0,1,1,1
@hawaiiflygirl,,,2774,8,0.282566,0.320773,0,,,
@hawk1674,,,2965,8,0.282383,0.319626,0,1,0,1
@HawkbitAlpha,,,663,8,0.286979,0.329898,0,,,
@HawkeyeBrooke,,,1560,9,0.223246,0.243449,0,,,
@CoachBurke1,,,786,0,0,0,0,,,
@hawkeyes4life1,,,73,8,0.286567,0.326228,86.166667,,,
@Om4rSd,,,73,8,0.278908,0.317272,45,0,1,3
@hawkfanjoe,,,2687,1,1,1,0,,,
@hawkin_scot,,,2966,8,0.282383,0.319626,0,,,
@hayes041352,,,3370,8,0.282848,0.321183,0,,,
@Hayes1912,,,2967,8,0.282383,0.319626,0,1,0,3
@hayve90,,,663,8,0.309307,0.350536,0,1,0,3
@NoMoreFudgicles,,,663,0,0,0,0,0,1,3
@RobertHightree,,,663,0,0,0,0,0,1,3
@haywood_cm,,,2968,8,0.282383,0.319626,0,,,
@hazenoff,,,96,9,0.224121,0.253797,0,,,
@FLeWeRR,,,96,0,0,0,0,0,1,3
@Ramp,,,96,0,0,0,0,,,
@RealSlimSupreme,,,96,0,0,0,0,,,
@Redheaded_Jenn,,,96,0,0,0,0,0,1,3
@rektredpill,,,96,0,0,0,0,0,1,3
@Tiffany83_,,,96,0,0,0,0,0,1,3
@Vengeance_X2,,,96,8,0.282383,0.319626,436,,,
@HazmatHearted,,,474,1,1,1,0,,,
@AnthonyStarke,,,474,0,0,0,0,0,1,3
@Hbk_of_de,,,1762,1,1,1,0,,,
@HBK112,,,96,1,1,1,0,,,
@hbludman,,,1206,9,0.246753,0.271939,0,,,
@HBMEDIAINC1,,,73,9,0.221436,0.240168,0,,,
@hbordogna,,,133,9,0.233655,0.25837,0,,,
@hbpreynaud,,,616,9,0.22279,0.242198,0,,,
@hcraig0062_h,,,663,8,0.302146,0.342872,0,1,0,3
@TeenyLZP,,,663,0,0,0,0,0,1,3
@HCwrites,,,2969,1,1,1,0,,,
@PaulRudnickNY,,,2969,0,0,0,0,,,
@HDaze89,,,1560,9,0.223246,0.243449,0,,,
@hdbdonbruno,,,2970,9,0.239429,0.260432,0,1,0,1
@HeadlessDildo,,,2971,1,1,1,0,,,
@MikeDalTX,,,2971,0,0,0,0,,,
@HealyLee,,,1426,8,0.285181,0.325998,0,,,
@jrodhogfan,,,1426,8,0.283871,0.322781,0,,,
@mkau1,,,1426,8,0.289708,0.333422,21.75,1,0,1
@Heartbreak1980,,,4323,8,0.303534,0.354925,137.333333,,,
@hearteyespablo,,,4039,1,1,1,0,,,
@heartstring1111,,,2972,8,0.282383,0.319626,0,,,
@heartthrob666,,,54,8,0.283572,0.324193,35163,,,
@rkmeeks7,,,54,0,0,0,0,,,
@heathencandor,,,474,8,0.284238,0.325812,0,,,
@DisneyChannel,,,474,0,0,0,0,,,
@LisaADavis1,,,474,0,0,0,0,,,
@HeathenOpinions,,,2973,8,0.294197,0.332432,0,,,
@heather_kris,,,2974,8,0.282848,0.321183,0,,,
@adallos,,,2974,0,0,0,0,,,
@Heather15751815,,,2975,8,0.282383,0.319626,0,,,
@HeatherFazio1,,,616,8,0.283031,0.322328,0,2,0,2
@HeatherHJ,,,474,8,0.283398,0.323853,0,1,0,1
@pittmankaren,,,474,0,0,0,0,0,1,3
@HEATHERINSLC,,,1560,8,0.283312,0.322733,0,,,
@cynaminngirl,,,1560,0,0,0,0,,,
@HollyToucheck,,,1560,0,0,0,0,,,
@heatherkarwacki,,,4323,8,0.283312,0.322733,0,0,1,3
@luvinmyukcats,,,4323,0,0,0,0,0,1,3
@Heathermorr,,,2976,8,0.282383,0.319626,0,,,
@heatherrn6,,,174,8,0.283312,0.322733,0,1,0,3
@heathhensley84,,,2977,1,1,1,0,,,
@HeavenBoundNerd,,,3608,9,0.233193,0.251816,0,1,0,3
@heavenshope4me,,,2978,8,0.282383,0.319626,0,,,
@Hebahersi,,,54,8,0.283766,0.324616,0,,,
@TinaDesireeBerg,,,54,1,1,1,0.5,,,
@hebrewham89,,,2979,8,0.282383,0.319626,0,,,
@HeckofaLiberal,,,2980,8,0.294197,0.332432,0,,,
@HeckPhilly,,,4323,8,0.290473,0.330253,0,1,0,1
@Hector_E_Alcala,,,2981,8,0.283312,0.322733,0,,,
@HoppityMalt,,,2981,8,0.282383,0.319626,0,,,
@PattiTweeting,,,2981,0,0,0,0,,,
@HedgesLaker,,,4323,8,0.294276,0.336706,0,,,
@JollyJeenyus,,,4323,0,0,0,0,,,
@HeelQuinoa,,,2982,8,0.294197,0.332432,0,,,
@HeelSpurs0,,,2983,8,0.282383,0.319626,0,,,
@heester_s,,,5962,8,0.28441,0.323296,0,,,
@hegarty_matthew,,,2984,8,0.282383,0.319626,0,,,
@heider_rochelle,,,1560,9,0.223246,0.243449,0,,,
@Heidi_Conley,,,3608,8,0.299329,0.339267,0,,,
@heidibook2402,,,2985,8,0.282383,0.319626,0,,,
@Heidilwilson3,,,133,9,0.233655,0.25837,0,1,0,1
@HeidiMpls,,,2986,8,0.282383,0.319626,0,,,
@heidislilgirl,,,2987,8,0.282383,0.319626,0,1,0,1
@HeidiSpliff,,,1560,1,1,1,0,,,
@heidistuart,,,2988,8,0.282566,0.320773,0,,,
@heinlines,,,2989,8,0.282848,0.321183,0,,,
@GOPChairwoman,,,2989,0,0,0,0,,,
@Heinous_Aeinous,,,2990,8,0.282383,0.319626,0,,,
@heisenbergrpt,,,2774,1,1,1,0,,,
@hejoural,,,345,8,0.30069,0.339037,0,,,
@heksjeAnna,,,4632,8,0.282848,0.321183,0,0,1,3
@HektOreo,,,345,8,0.294005,0.333904,0,1,0,3
@helbent51,,,1426,8,0.288582,0.33014,0,1,0,3
@helenskids1,,,174,8,0.300109,0.339964,0,1,0,3
@KKatMiss,,,174,0,0,0,0,,,
@HeliaERossini1,,,2010,1,1,1,0,1,0,1
@Helicallight21,,,616,9,0.237386,0.257123,0,,,
@FlaRhps,,,616,0,0,0,0,,,
@Francis83866063,,,616,0,0,0,0,,,
@mindmixradio,,,616,0,0,0,0,,,
@Mtnchan1,,,616,0,0,0,0,,,
@PCreator714,,,616,0,0,0,0,,,
@PrimeCreator2,,,616,0,0,0,0,,,
@smileygurl56,,,616,8,0.308303,0.341903,794.014223,,,
@Valentine33099,,,616,0,0,0,0,,,
@hellbandit5,,,422,1,1,1,0,,,
@hellcrapdamn,,,786,8,0.284781,0.324711,0,1,0,3
@hellinabucket13,,,786,9,0.221774,0.24116,0,,,
@hellion2172,,,663,9,0.247887,0.274251,0,,,
@hello_jodie,,,474,8,0.28275,0.321156,0,,,
@HelloBeautiful,,,474,9,0.223018,0.242684,0,,,
@HelloLiberal,,,2010,1,1,1,0,1,0,3
@pgammo,,,2010,0,0,0,0,0,2,3
@HelloSaraJo,,,2991,8,0.282383,0.319626,0,1,0,5
@HelloShunshine1,,,2992,8,0.282383,0.319626,0,,,
@hellrazorscrypt,,,2993,8,0.282383,0.319626,0,1,0,1
@HemphillSkylar,,,2994,8,0.282383,0.319626,0,1,0,1
@hencespence,,,1560,9,0.223246,0.243449,0,1,0,3
@hendry_rc,,,616,8,0.284326,0.323706,0,,,
@HenHokie,,,2995,1,1,1,0,,,
@ChadMac19,,,2995,0,0,0,0,,,
@ittakesus,,,2995,0,0,0,0,,,
@HenHousePodcast,,,2996,1,1,1,0,1,1,5
@KyleJamesHoward,,,2996,1,1,1,0,1,1,3
@HennyCassanova,,,2997,8,0.282383,0.319626,0,,,
@henriettanahmer,,,474,8,0.287409,0.325972,0,1,0,3
@HenryDJeffries,,,2998,1,1,1,0,1,0,3
@USSANews,,,2998,0,0,0,0,1,1,3
@HenryDonson,,,96,8,0.291667,0.342873,0,1,0,3
@chelliehylton,,,96,0,0,0,0,,,
@hotsana1019,,,96,0,0,0,0,0,1,3
@revthomasjr,,,96,0,0,0,0,,,
@TheMarySue,,,96,1,1,1,0,,,
@HenryGoldblatt,,,474,1,1,1,0,,,
@HenryWallaceVP,,,2999,9,0.239429,0.260432,0,,,
@HerbCongram,,,73,9,0.220648,0.238518,0,1,0,1
@Herbert_L_Reed,,,49,1,1,1,4.416667,0,1,3
@HerbertGeorgeW,,,474,8,0.284718,0.324849,0,1,0,3
@HereIsRyan,,,3000,1,1,1,0,1,0,5
@KCENNews,,,3000,0,0,0,0,0,1,3
@Hermoso1,,,474,8,0.28275,0.321156,0,,,
@hernandezkimbe9,,,1560,9,0.223246,0.243449,0,1,0,1
@hero4hire4,,,96,8,0.280899,0.321519,29,0,1,3
@Spideyfanbrian,,,96,0,0,0,0,,,
@heroicfreedom,,,3001,8,0.282383,0.319626,0,,,
@Hershovitz,,,3002,9,0.246328,0.270269,0,1,0,1
@HeSlimedMeRay,,,5314,8,0.297943,0.338397,0,,,
@HesNotTheStig,,,2651,1,1,1,0,1,0,3
@HettiVonG,,,54,8,0.283301,0.323067,0,,,
@HEV_patriot,,,49,1,1,1,0,,,
@Hewdaman,,,3370,8,0.298989,0.346139,0,,,
@HeWhoLovesWords,,,49,1,1,1,0,,,
@S1PPi,,,49,1,1,1,0,,,
@hexhawking,,,73,9,0.228392,0.247577,0,,,
@heyaliciabutler,,,474,1,1,1,0,,,
@GrosecloseBobbi,,,474,0,0,0,0,,,
@heydebhenry,,,9,8,0.290861,0.326444,0,1,0,1
@HeyElbows,,,3003,8,0.282383,0.319626,0,1,0,3
@HeyFishy,,,3004,1,1,1,0,,,
@heygibb,,,133,8,0.283592,0.322378,0,,,
@HeyitsFCC,,,3005,8,0.282383,0.319626,0,,,
@heyitsmikeyx,,,3006,8,0.282383,0.319626,0,1,0,3
@HeyItsPEA,,,3007,8,0.282383,0.319626,0,1,0,3
@heyjdey,,,3008,8,0.282383,0.319626,0,,,
@heyjudehopkins,,,3009,8,0.282383,0.319626,0,,,
@heymike49,,,3010,8,0.282383,0.319626,0,,,
@HeyMizesCarter,,,474,8,0.28275,0.321156,0,,,
@HeyRigadon,,,5314,8,0.297943,0.338397,0,,,
@HeyThatsMyPen,,,54,8,0.285077,0.326489,0,1,0,3
@heytreyhey,,,3011,1,1,1,0,,,
@DavidZavac,,,3011,0,0,0,0,,,
@heyyou2486,,,1560,9,0.223246,0.243449,0,1,0,3
@HeyYouLie,,,3012,8,0.282383,0.319626,0,,,
@heyyyella,,,2774,9,0.228631,0.250289,0,,,
@Hezitation_1,,,3013,1,1,1,0,,,
@thisisrory,,,3013,0,0,0,0,,,
@HFullerCT,,,3014,1,1,1,0,,,
@AmyTVGal,,,3014,0,0,0,0,,,
@hgaljour,,,4039,8,0.282848,0.321183,0,,,
@hharriscpc,,,5314,8,0.298408,0.339868,0,,,
@tharpel,,,5314,0,0,0,0,,,
@HhensleyHolly,,,3015,8,0.282383,0.319626,0,,,
@hi_im_shan,,,2010,1,1,1,0,,,
@HiCountryDude,,,3597,8,0.294872,0.335104,0,,,
@high5assfuck,,,133,8,0.307098,0.347131,0,1,0,1
@FolesFootlong,,,133,0,0,0,0,0,1,3
@higherandbetter,,,2010,9,0.250559,0.295235,0,,,
@oprah,,,2010,0,0,0,0,,,
@vanityfair,,,2010,0,0,0,0,,,
@HigHermans,,,49,2,0.6,0.666667,0,1,0,3
@HighGlossSauce,,,1560,9,0.223644,0.24518,0,,,
@BooneIndvisible,,,1560,0,0,0,0,,,
@highrollinb77,,,61,8,0.284047,0.324826,0,,,
@rodelius_andrew,,,61,0,0,0,0,,,
@highwaypatriott,,,3016,8,0.282383,0.319626,0,,,
@Hiimmisterdude,,,3017,8,0.282383,0.319626,0,1,0,3
@hikergal333,,,616,8,0.283951,0.323586,0,,,
@realdonaldtrumpshondarhimes,,,616,0,0,0,0,,,
@Hil67,,,533,8,0.287213,0.330724,0,,,
@hilarion777,,,1560,9,0.264103,0.304663,0,,,
@HilaryRusso,,,474,1,1,1,0,,,
@hildaana,,,3018,8,0.282383,0.319626,0,1,0,1
@hildo_johnny,,,3019,8,0.282383,0.319626,0,2,0,2
@hilgoldstein,,,3020,8,0.282383,0.319626,0,1,0,3
@HillaryWarnedU,,,474,2,0.533333,0.5625,0,,,
@HillaryzMyHmgrl,,,2010,8,0.28275,0.321156,1,,,
@hillbillybard,,,3021,1,1,1,0,1,0,1
@hillierose,,,1560,9,0.223246,0.243449,0,,,
@HillShill24,,,2413,8,0.282848,0.321183,0,,,
@hillsuzy1,,,3022,8,0.282383,0.319626,0,,,
@himbervore,,,3023,2,0.75,0.833333,0,1,0,1
@KPCC,,,3023,0,0,0,0,0,1,3
@Hinson_69,,,133,1,1,1,0,,,
@HiredHelp,,,73,9,0.228392,0.247577,0,1,0,5
@sjferg1252,,,1560,8,0.283388,0.322277,0,0,1,3
@vtktorg,,,1560,0,0,0,0,0,1,3
@HisNameSethRich,,,345,8,0.287908,0.331238,0,1,0,3
@blanchebauble,,,345,0,0,0,0,0,1,3
@HisSweetD1,,,9,8,0.275558,0.317352,0,,,
@HISTORY_YROTSIH,,,3024,8,0.282383,0.319626,0,,,
@Historyin90,,,3025,8,0.282383,0.319626,0,,,
@Hitchslap_101,,,4323,8,0.28275,0.321156,0,,,
@hitmeister1,,,61,10,0.183571,0.1981,0,,,
@Hizbgirl1,,,3026,9,0.246328,0.270269,0,,,
@hkshel,,,3027,8,0.282566,0.320773,0,1,0,3
@HKsirpeeair,,,3028,1,1,1,0,1,0,3
@Marmar9800,,,3028,0,0,0,0,,,
@HKT84,,,3029,8,0.282383,0.319626,0,1,0,1
@hkulo,,,3030,8,0.282383,0.319626,0,1,0,1
@HLaska14,,,133,8,0.283679,0.323304,0,,,
@Hlg69,,,616,9,0.221208,0.239664,0,,,
@HM_Axyl,,,3031,1,1,1,0,1,0,5
@MrTom,,,3031,0,0,0,0,0,1,3
@hmacey,,,3032,1,1,1,0,2,0,3
@hmeisler,,,73,8,0.283312,0.322733,0,0,1,3
@RampCapitalLLC,,,73,0,0,0,0,0,1,3
@HMiglino,,,1899,8,0.288005,0.337098,0,,,
@Coco_Wms,,,1899,0,0,0,0,,,
@GetWisdomDude,,,1899,0,0,0,0,,,
@mentalpausal,,,1899,0,0,0,0,,,
@realD,,,1899,0,0,0,0,,,
@TarynStanford,,,1899,0,0,0,0,,,
@hminton,,,3033,8,0.282383,0.319626,0,,,
@HMMTLZ1,,,1560,9,0.264721,0.306386,0,,,
@LAA3710,,,1560,0,0,0,0,,,
@HModdel,,,3034,8,0.282383,0.319626,0,,,
@hnelke1973,,,3035,8,0.282383,0.319626,0,1,0,5
@hninterista27,,,133,8,0.30661,0.345634,0,,,
@hntrdesigns,,,3036,8,0.282383,0.319626,0,,,
@HoagML,,,3608,8,0.282848,0.321183,0,,,
@hobnob99,,,54,8,0.283766,0.324616,0,1,0,1
@felio77,,,54,0,0,0,0,0,1,3
@HockettTimmy,,,474,8,0.285807,0.331687,0,2,0,3
@BrienABC21,,,474,0,0,0,0,0,1,3
@FortWaynesNBC,,,474,0,0,0,0,0,1,3
@Hoff357,,,133,8,0.283592,0.322378,0,,,
@HoffAppFarm,,,5657,1,1,1,0,,,
@nprscottsimon,,,5657,0,0,0,0,,,
@HoffmanHopes,,,73,9,0.228796,0.249299,0,,,
@angiemeanskaaya,,,4323,0,0,0,0,,,
@nonameero,,,4323,8,0.282468,0.319787,0,,,
@Hoggdoodoo,,,96,8,0.28045,0.320007,0,,,
@HoggerJeff,,,3370,8,0.28632,0.329754,0,1,0,3
@Hoggette71,,,133,9,0.249714,0.274971,40.916667,1,0,3
@marabutler67,,,133,0,0,0,0,1,1,3
@hoihoisado,,,1899,8,0.284326,0.325984,0,,,
@Disneyland,,,1899,0,0,0,0,,,
@HolaAriel,,,3037,8,0.282383,0.319626,0,1,0,3
@LosEstevan,,,54,8,0.288277,0.335238,80.5,1,1,1
@Maria_ARfan,,,54,8,0.285171,0.326905,0,,,
@mbmcmanamon,,,54,8,0.284991,0.325794,0,1,1,3
@RocSexyWifey,,,54,0,0,0,0,,,
@HoldenDusty,,,1899,8,0.284884,0.326963,0,,,
@HolgerAwakens,,,3038,1,1,1,0,1,0,1
@GulfDogs,,,3038,0,0,0,0,0,1,3
@MamaMiaNOSharia,,,3038,0,0,0,0,0,1,3
@OBFSU,,,3038,0,0,0,0,0,1,3
@smokie_tx,,,3038,0,0,0,0,0,1,3
@HolidayKinard,,,3039,9,0.239429,0.260432,0,,,
@hollebrew,,,96,8,0.288336,0.334903,0,,,
@SawyerReed95,,,96,0,0,0,0,,,
@SeasonO1,,,96,0,0,0,0,,,
@SubyGurl,,,96,0,0,0,0,,,
@HolleyjonesHj,,,61,8,0.283117,0.321729,0,1,0,5
@hollingsworth_t,,,3040,8,0.282383,0.319626,0,,,
@HollowRides,,,3597,9,0.220989,0.240168,0,1,0,3
@ProfRoyale,,,3597,0,0,0,0,0,1,3
@Holly717b,,,786,8,0.284977,0.327731,0,,,
@hollyanneq83,,,3041,8,0.282383,0.319626,0,,,
@hollyceleste26,,,3042,8,0.282383,0.319626,0,,,
@hollyfeekings,,,3043,8,0.282383,0.319626,0,,,
@HollyFredricks,,,133,8,0.284887,0.32511,0,,,
@hollygonitely,,,345,1,1,1,0,,,
@HollyKashefipou,,,3044,8,0.282383,0.319626,0,,,
@HollyLindsey2,,,1560,9,0.223246,0.243449,0,1,0,3
@leigh_proper,,,54,8,0.283766,0.324616,6.5,,,
@hollyrohrbach,,,3045,8,0.282383,0.319626,0,1,0,3
@HollyweeDragon,,,786,8,0.292994,0.339907,0,1,0,3
@nero514,,,786,0,0,0,0,0,1,3
@HOLLYWOODSKUM,,,3292,8,0.282383,0.319626,0,1,0,5
@holsrocks,,,96,8,0.286745,0.329193,0,,,
@holz_margaret,,,2010,2,0.666667,0.75,0,,,
@HolzMAS,,,616,8,0.284884,0.326963,0,,,
@kitkkatt,,,616,1,1,1,2,,,
@OpenSocietytherealroseanne,,,616,0,0,0,0,,,
@OpenSocietyVgnh0mo,,,616,0,0,0,0,,,
@Homecoming_1987,,,9,8,0.283129,0.321592,0,,,
@HomecookinwithC,,,3046,8,0.282383,0.319626,0,,,
@homefreeee,,,663,8,0.288889,0.33565,0,,,
@WoodCarma,,,663,1,1,1,1,,,
@HomeoSay,,,3047,8,0.282383,0.319626,0,1,0,5
@homer_n_peter,,,4039,8,0.284251,0.322501,0,,,
@Hometiquette,,,1560,8,0.283301,0.322111,0,1,0,1
@homo_ironic,,,3048,8,0.282383,0.319626,0,,,
@HondoAllDay,,,9,8,0.290861,0.326444,0,,,
@Honest_Chronic,,,3049,8,0.282383,0.319626,0,,,
@honest_lee_ta,,,3050,8,0.282383,0.319626,0,,,
@HonestAbesHat,,,3051,8,0.282383,0.319626,0,,,
@honestlyna,,,3052,1,1,1,0,1,0,5
@honestmeplz,,,1426,8,0.284421,0.32619,0,,,
@Honey9933,,,3053,1,1,1,0,,,
@honeybee7885,,,3054,8,0.282383,0.319626,0,1,0,3
@honeyryder68,,,133,8,0.30661,0.345634,0,,,
@honeys2004_ron,,,3055,8,0.282383,0.319626,0,,,
@Honeysbuzz,,,3056,8,0.282383,0.319626,0,1,0,5
@HonorTheMonitor,,,1253,8,0.292943,0.337895,0,,,
@ChrisTanasoff,,,1253,0,0,0,0,,,
@TurkelMelissa,,,1253,9,0.223246,0.243449,2,,,
@hoodie816,,,1859,8,0.282848,0.321183,0,1,0,5
@hoodoo24,,,3057,8,0.282383,0.319626,0,,,
@hoodopulence,,,474,8,0.28275,0.321156,0,,,
@HoodtendenciesC,,,3058,8,0.282383,0.319626,0,,,
@HooLouBry,,,3059,1,1,1,0,1,0,1
@LCFCCollegekidz,,,3059,0,0,0,0,0,1,3
@HooovHearted,,,3060,1,1,1,0,1,0,3
@jondaly,,,3060,0,0,0,0,0,1,3
@HoopersX,,,3061,8,0.282383,0.319626,0,,,
@hoosierange,,,2687,10,0.197374,0.210802,0,,,
@HoosierGrandma7,,,54,1,1,1,0,1,0,1
@hoozshee1924,,,3062,8,0.282383,0.319626,0,2,0,3
@hope_tindall,,,3063,8,0.282383,0.319626,0,,,
@Hope4OCT,,,345,8,0.284887,0.32511,0,,,
@HopeDiedIn1969,,,3064,8,0.282383,0.319626,0,1,0,3
@HopeGirl2017XO,,,3065,8,0.282383,0.319626,0,1,0,3
@HopeHope0974,,,3066,8,0.282383,0.319626,0,,,
@HopeReborn2017,,,345,8,0.298857,0.336042,0,,,
@Hopew54,,,3067,8,0.282383,0.319626,0,1,0,1
@hopingforachang,,,3068,9,0.246328,0.270269,0,,,
@Hopingurok,,,174,8,0.283312,0.322733,0,,,
@hoplzromantc,,,3069,8,0.282383,0.319626,0,1,0,3
@hoppyhoppy17,,,345,9,0.26683,0.295755,0,,,
@Horolo_Giorum,,,9,8,0.290861,0.326444,0,,,
@horwitzpolitics,,,4323,8,0.285808,0.327438,0,,,
@hostrights,,,2687,8,0.285437,0.328663,0,,,
@roxyloveslucy,,,2687,8,0.282383,0.319626,0,,,
@TommyLange,,,2687,0,0,0,0,,,
@Tricia914,,,2687,8,0.283495,0.323875,437,2,0,2
@Hotaugustknigh1,,,3070,8,0.282383,0.319626,0,,,
@hotcoffee22,,,4323,8,0.282566,0.320773,0,1,0,3
@Hotepwhiteguy,,,1426,8,0.284421,0.32619,0,1,0,3
@HotlineJosh,,,3071,8,0.282848,0.321183,0,0,1,3
@ijbailey,,,3071,8,0.282848,0.321183,0,1,0,3
@hotnfathered,,,3597,8,0.283775,0.324276,0,1,1,1
@msue1000,,,3597,8,0.283775,0.324276,0,1,1,3
@hotrod6273,,,1560,9,0.223246,0.243449,0,1,0,1
@hotshannamama,,,3370,8,0.283323,0.321645,0,,,
@hottdeth,,,616,1,1,1,0,,,
@THEKIDMERO,,,616,0,0,0,0,,,
@hotthicTOASTboy,,,1560,10,0.255382,0.304582,0,,,
@DavKat43,,,1560,0,0,0,0,,,
@LeftistsREvil,,,1560,10,0.254777,0.302869,1,,,
@says_me0110,,,1560,0,0,0,0,,,
@Hotyce,,,474,8,0.283398,0.3229,0,1,0,3
@houndmom,,,3072,8,0.286277,0.327654,0,,,
