Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro
@1UglySavage,,,2687,9,0.264724,0.292282,0,,,
@CNN,,,2687,8,0.334615,0.39066,722338.63536,0,33,3
@1vegasjack,,,61,8,0.284511,0.326364,0,1,0,5
@kindlee55,,,61,0,0,0,0,0,2,3
@1virtualgenie,,,92,1,1,1,0,,,
@therealrosanne,,,92,0,0,0,0,,,
@1vwright,,,2687,9,0.251152,0.272964,0,,,
@1WishYouWould,,,1253,9,0.294034,0.327497,0,,,
@AprilDRyan,,,1253,8,0.415828,0.525528,26256.540207,0,12,3
@2000Miliana,,,5107,8,0.28768,0.332249,0,,,
@DonaldJTrumpJr,,,54,0,0,0,0,0,18,3
@krupali,,,5107,0,0,0,0,,,
@2002Prfan,,,93,9,0.246328,0.270269,0,,,
@2008cadStS,,,94,9,0.239429,0.260432,0,1,0,1
@2015Librarian,,,95,1,1,1,0,1,0,3
@2017Guitarman,,,61,8,0.290134,0.331748,61,1,1,3
@kplknup,,,96,8,0.303922,0.359356,254.428571,,,
@205schoolteacha,,,2774,8,0.284326,0.326174,0,1,0,1
@209stkize1,,,2687,9,0.232398,0.249366,0,,,
@MaxBlumenthal,,,2687,8,0.302069,0.33981,964.533333,,,
@20michael17,,,97,1,1,1,0,1,0,5
@dianew98581,,,97,0,0,0,0,0,1,3
@20SidedGeis,,,98,8,0.282383,0.319626,0,,,
@20Sylly13,,,4039,8,0.283419,0.321672,0,,,
@LandenSmith11,,,4039,9,0.224604,0.246084,17.083333,1,0,3
@216th,,,1560,8,0.283959,0.323706,0,,,
@Cyclethepacwest,,,1560,8,0.283766,0.323662,3.142857,,,
@tweetmommybop,,,1560,9,0.246328,0.270269,7.842857,,,
@216to843,,,99,8,0.282383,0.319626,0,1,0,3
@217Savage,,,2774,8,0.288787,0.334516,0,,,
@gotham01,,,2774,8,0.288787,0.334516,0,,,
@YaMamaLovesIt,,,2774,8,0.288991,0.336789,492.5,3,2,4.333333333333333
@2180Sammy,,,49,1,1,1,0,,,
@JoeConchaTV,,,49,0,0,0,0,0,1,3
@21MilesNorth,,,1978,2,0.818182,0.888889,0,,,
@evilhag,,,1978,0,0,0,0,,,
@JimGaffigan,,,1978,0,0,0,0,,,
@jimmyfallon,,,1426,0,0,0,0,,,
@mishacollins,,,345,1,1,1,155,0,3,3
@prattprattpratt,,,1978,0,0,0,0,,,
@SarahKSilverman,,,1978,0,0,0,0,,,
@ZooeyDeschanel,,,1978,0,0,0,0,,,
@21Savvy,,,54,8,0.282566,0.320773,0,,,
@225Kristen,,,4323,8,0.293801,0.335185,0,,,
@227_shells,,,100,8,0.282383,0.319626,0,,,
@22750923hellyea,,,73,8,0.286176,0.330565,0,,,
@Petuniamay,,,73,8,0.286084,0.330559,114,0,1,3
@TheView,,,96,0,0,0,0,0,48,3
@youcrazypants,,,73,8,0.286455,0.332822,407.2,2,3,2
@22wildberries,,,5314,8,0.297943,0.338397,0,,,
@239MyAss,,,2774,8,0.286842,0.324151,0,,,
@maggieNYT,,,2774,8,0.287508,0.327003,89003.768254,0,4,3
@24_7Eyes,,,2651,9,0.231899,0.257188,0,2,0,3
@ajplus,,,2651,10,0.19083,0.205892,1320.333333,0,3,3
@business,,,2651,8,0.285527,0.328151,2447.684921,0,3,3
@davidschneider,,,2651,0,0,0,0,,,
@hasanthehun,,,96,9,0.239429,0.260432,1414.116667,2,2,3
@johniadarola,,,2651,0,0,0,0,,,
@24ibelieve,,,101,8,0.282383,0.319626,0,1,0,3
@24SevenEyes,,,9,9,0.284211,0.327636,0,6,0,3.3333333333333335
@AymanM,,,9,0,0,0,0,0,1,3
@JamesKosur,,,61,1,1,1,1,1,4,3
@krassenstein,,,96,8,0.301445,0.353936,14936.609334,0,14,3
@ManInTheHoody,,,9,8,0.291333,0.327986,1035.479182,,,
@nathanlean,,,9,0,0,0,0,0,1,3
@RyanAFournier,,,663,8,0.329296,0.382154,509934.924417,0,13,3
@shondarhimes,,,616,8,0.283388,0.322775,14916.856532,0,6,3
@thinkprogress,,,9,9,0.248475,0.28638,3676.259371,0,4,3
@TomArnold,,,96,9,0.259547,0.297251,68372.921598,0,13,3
@willsommer,,,133,0,0,0,0,0,1,3
@258PSC,,,102,8,0.282383,0.319626,0,,,
@25Article4,,,133,8,0.288047,0.331876,0,,,
@EboneezerG,,,133,8,0.288639,0.332816,22.5,1,0,3
@realfakeAF,,,133,8,0.288613,0.335277,28.833333,0,2,3
@25Doubles,,,474,10,0.206147,0.225255,0,,,
@ananavarro,,,474,9,0.258775,0.29499,82721.456097,0,7,3
@bensherwood,,,474,0,0,0,0,0,4,3
@25nowfor45,,,663,9,0.223054,0.242715,0,1,0,3
@26_mashiyi,,,103,8,0.282383,0.319626,0,1,0,3
@27___stefanie,,,1560,9,0.231217,0.253952,0,,,
@shannoncoulter,,,1560,8,0.294396,0.333579,225.733333,,,
@28highsociety,,,104,8,0.294197,0.332432,0,,,
@290C0017MB,,,73,8,0.284516,0.324695,0,1,0,1
@josephmcclung81,,,73,8,0.28479,0.326948,21,0,5,3
@2AHERO,,,1253,8,0.285192,0.325193,0,1,0,3
@DrShayPhD,,,1253,8,0.292423,0.348445,3002.64881,1,4,3
@2bc6d41fb6f74d8,,,105,1,1,1,0,,,
@WBIR,,,105,0,0,0,0,,,
@2bobs,,,1426,8,0.284333,0.324317,0,,,
@2bobsKayaJones,,,1426,0,0,0,0,,,
@2broz_Twitchtv,,,4323,8,0.29585,0.340438,0,1,0,3
@QuantumCitizen,,,4323,8,0.296644,0.343455,3.5,0,1,3
@vamomvb,,,4323,8,0.294276,0.336706,0,0,1,3
@zacklie731,,,4323,8,0.293801,0.335185,0,0,1,3
@2Folden,,,106,8,0.282848,0.321183,0,,,
@Sagron_of_Akkad,,,106,0,0,0,0,,,
@2HarryBawlz,,,345,8,0.282848,0.321183,437,,,
@CraigTollting,,,345,0,0,0,0,,,
@2kidsnomopls,,,107,8,0.282383,0.319626,0,,,
@2legged_dear55,,,108,8,0.282383,0.319626,0,1,0,3
@2MammaDee,,,2010,9,0.245516,0.266657,0,,,
@BAILEYWORLD,,,2010,0,0,0,0,,,
@NBCNews,,,49,8,0.32318,0.367671,78839.345843,0,17,3
@thr,,,2010,0,0,0,0,0,8,3
@2MountainGirl,,,4323,8,0.28534,0.325896,0,,,
@2ndamendrytes,,,133,8,0.284605,0.325622,0,1,0,1
@ConservaMomUSA,,,133,8,0.284416,0.327109,144.616667,0,7,3
@HillaryClinton,,,133,0,0,0,0,0,12,3
@la700,,,133,0,0,0,0,0,2,3
@2ndfor1st,,,5962,8,0.299381,0.345687,14.6,0,1,3
@Melissa31920880,,,5962,1,1,1,17553,0,3,3
@Mudsilll,,,5962,0,0,0,0,0,3,3
@SharylAttkisson,,,5962,8,0.287698,0.335534,140653.833333,0,3,3
@stphnmalloy,,,5962,0,0,0,0,0,1,3
@Truthskr72,,,5962,0,0,0,0,0,3,3
@2ndruntv,,,1426,8,0.284421,0.32619,0,,,
@2ndtimehere,,,2687,9,0.247463,0.274117,0,1,0,3
@glennbeck,,,2687,1,1,1,11,0,3,3
@tweeterposter,,,2687,0,0,0,0,0,1,3
@2plus2equals7,,,663,9,0.22127,0.24076,0,,,
@Paisano,,,663,0,0,0,0,,,
@ScottAdamsSays,,,663,8,0.282848,0.321183,2095,0,4,3
@2soongoneDan,,,616,8,0.284511,0.324845,0,,,
@2till_kyle,,,109,8,0.282383,0.319626,0,,,
@2TwelveHundreds,,,110,1,1,1,0,,,
@3_1_7_5_3_7,,,111,1,1,1,0,,,
@justjanie1123,,,111,0,0,0,0,,,
@3_ThreeFeathers,,,112,9,0.246753,0.271939,0,,,
@Curious_66,,,112,0,0,0,0,,,
@303Trixy,,,174,9,0.220877,0.239027,0,,,
@vicenews,,,174,8,0.282848,0.321183,1311,,,
@305ALLtheWAY,,,113,0,0,0,0,,,
@30piecesofsilve,,,288,9,0.220596,0.238429,0,,,
@GlennThrush,,,288,8,0.282383,0.319626,872,,,
@313928Jon,,,73,10,0.18399,0.201825,0,1,0,3
@HouseGOP,,,73,0,0,0,0,0,3,3
@matthewamiller,,,73,9,0.223246,0.243449,2620,0,2,3
@SenateGOP,,,73,0,0,0,0,0,3,3
@315Evelina,,,54,8,0.284393,0.325961,0,1,0,5
@DEEmmons,,,54,0,0,0,0,,,
@NancyLevcovich,,,54,0,0,0,0,0,1,3
@oldcowboygirl,,,54,0,0,0,0,,,
@321Progress,,,3597,1,1,1,0,,,
@netflix,,,3597,0,0,0,0,0,10,3
@3359_980,,,4039,8,0.286722,0.331895,8,1,0,5
@bluejaybeep,,,4039,0,0,0,0,0,1,3
@bobdyer55,,,4039,8,0.286906,0.333014,0.25,0,1,3
@Chelle_Shocker,,,4039,8,0.286906,0.333014,0.75,0,1,3
@Grumpyallday,,,4039,8,0.286906,0.333014,8.75,0,1,3
@Hoosiers1986,,,4039,0,0,0,0,0,1,3
@prayingmedic,,,4039,0,0,0,0,0,6,3
@SBelle1950,,,4039,8,0.286906,0.333014,34.25,0,2,3
@3373Jones,,,133,9,0.231257,0.252231,0,1,0,3
@Cernovich,,,133,8,0.300137,0.348071,8801.823016,0,9,3
@33JamesT,,,96,8,0.286277,0.326393,0,,,
@35start,,,114,8,0.282383,0.319626,0,,,
@360flyover,,,345,9,0.253783,0.277281,0,,,
@36LawMom,,,96,8,0.28275,0.321156,0,2,0,1
@3809ps,,,73,1,1,1,0,,,
@FoxBusiness,,,73,0,0,0,0,0,2,3
@JBaker31826004,,,4323,0,0,0,0,0,1,3
@3820ct,,,115,8,0.282383,0.319626,0,1,0,3
@BariAWilliams,,,5962,0,0,0,0,0,1,3
@blackishabc,,,345,0,0,0,0,0,4,3
@gigikite,,,5962,0,0,0,0,0,1,3
@kelleent,,,5962,8,0.288462,0.335572,52662.5,1,1,3
@larryhouse,,,5962,0,0,0,0,0,2,3
@38specialcolt,,,474,8,0.283863,0.324446,0,,,
@ks122085,,,474,0,0,0,0,0,1,3
@WayneDupreeShow,,,474,9,0.247306,0.274283,298.303571,0,7,3
@3angelamartinez,,,116,8,0.282383,0.319626,0,1,0,1
@3Brigids,,,117,8,0.282383,0.319626,0,,,
@3dogsmax,,,2010,1,1,1,0,,,
@YahooEnt,,,2010,0,0,0,0,0,6,3
@3DTruth,,,49,8,0.282848,0.321183,0,,,
@3GDawn,,,118,8,0.282383,0.319626,0,1,0,3
@3guylink,,,1899,9,0.223313,0.260704,8,1,0,3
@BEyedWoman,,,1899,0,0,0,0,0,1,3
@bigbool1,,,1899,0,0,0,0,0,1,3
@BJSquirrel,,,1899,0,0,0,0,0,1,3
@gild228,,,1899,0,0,0,0,,,
@JHMcGinn,,,1899,0,0,0,0,,,
@media_auntie,,,1899,0,0,0,0,0,1,3
@MM4Cance,,,1899,0,0,0,0,,,
@MM4Cancer,,,1899,0,0,0,0,0,1,3
@Mschade2020,,,1899,0,0,0,0,,,
@Nasty_Woman1,,,1899,0,0,0,0,,,
@pepperjamman1,,,1899,8,0.278175,0.319819,1012,0,1,3
@POOetryman,,,1899,0,0,0,0,,,
@PuddnHaid,,,1899,0,0,0,0,0,1,3
@ReginaP87963387,,,1899,9,0.222553,0.253056,0,,,
@Ruetheday852,,,1899,0,0,0,0,0,1,3
@thebigotbasher,,,1899,0,0,0,0,0,1,3
@ThomasA95646091,,,1899,0,0,0,0,,,
@3jekk,,,1899,8,0.293137,0.334201,70.166667,0,1,3
@andylassner,,,54,1,1,1,17523.333333,0,6,3
@chuckwoolery,,,1899,8,0.300482,0.335826,1651.999242,0,5,3
@JediMasterDre,,,1899,8,0.28851,0.335537,530.690476,0,2,3
@RealJamesWoods,,,1899,0,0,0,0,0,5,3
@ScottBaio,,,1899,0,0,0,0,0,1,3
@3KnockdownRuIe,,,133,8,0.29587,0.337711,0,1,0,1
@certdenied,,,133,8,0.295393,0.336192,0,,,
@3littlepeople,,,119,8,0.283031,0.322328,0,,,
@RTMcFadyen,,,119,0,0,0,0,1,0,3
@3percent4life,,,474,8,0.288996,0.334429,0,,,
@EvanPCarlson,,,474,8,0.285622,0.328852,12.4,1,0,3
@MariettaPosts,,,474,8,0.283679,0.324255,18,0,1,3
@meauxjo1,,,474,8,0.282383,0.319626,0,,,
@3rdeyecataracts,,,120,1,1,1,0,,,
@SethAMandel,,,120,0,0,0,0,,,
@3rdshift1,,,121,8,0.282383,0.319626,0,1,0,1
@3torties,,,122,8,0.282383,0.319626,0,1,0,1
@4_unity_peace,,,123,8,0.282383,0.319626,0,1,0,3
@40glockaholic,,,133,8,0.284695,0.323706,0,1,0,3
@JoeTalkShow,,,133,9,0.256891,0.282138,289.583333,,,
@40lauriejo,,,124,8,0.282383,0.319626,0,1,0,3
@40to5yet,,,125,8,0.282383,0.319626,0,,,
@410PAPERCHASER,,,61,8,0.285252,0.328285,0,1,0,3
@ericlowenbach,,,4323,0,0,0,0,0,1,3
@OralRCarter,,,61,8,0.284326,0.325225,0,1,1,3
@410racefan,,,126,8,0.282566,0.320773,0,,,
@41bartenders,,,127,8,0.282383,0.319626,0,,,
@41heis,,,128,8,0.282383,0.319626,0,,,
@420Trades,,,129,8,0.282383,0.319626,0,,,
@4242BB,,,5884,8,0.283312,0.322733,0,,,
@BarristerSecret,,,5884,8,0.282383,0.319626,436,0,1,3
@CeddChad,,,5884,0,0,0,0,,,
@42chobie,,,130,8,0.283031,0.322328,0,,,
@Gmousey2,,,130,0,0,0,0,,,
@43536H,,,3743,8,0.282848,0.321183,0,,,
@Jimmyspolitics,,,3743,8,0.282383,0.319626,0,0,1,3
@44mmvvpp,,,474,8,0.292916,0.343298,0,,,
@44mmvvppDonnaNoble10th,,,474,0,0,0,0,,,
@44mmvvppJoeNBC,,,474,0,0,0,0,,,
@44mmvvppLuigiMurdoccaJr,,,474,0,0,0,0,,,
@44mmvvppSH61970,,,474,0,0,0,0,,,
@44mmvvppTop_Sergeant,,,474,0,0,0,0,,,
@CBCAlerts,,,474,1,1,1,2.2,,,
@44notorious,,,663,8,0.283775,0.324276,6,1,1,5
@belikemike,,,663,0,0,0,0,0,2,3
@EfCovfefe,,,663,8,0.283312,0.322733,12,0,4,3
@gene_meinen,,,663,0,0,0,0,0,2,3
@455LE,,,133,9,0.234065,0.260067,0,,,
@doomcock,,,133,0,0,0,0,,,
@45failingbigly,,,131,8,0.282848,0.321183,0,,,
@dyanne1020,,,131,8,0.282383,0.319626,0,,,
@45Vinyl33,,,132,8,0.282848,0.321183,0,,,
@BreitbarkNews,,,132,8,0.282383,0.319626,0,1,0,3
@4715092117,,,133,8,0.293369,0.334467,0,,,
@Chrissiet5,,,133,8,0.292895,0.332944,0,,,
@espn,,,133,0,0,0,0,0,57,3
@WilkowMajority,,,133,0,0,0,0,0,4,3
@481ccl,,,134,9,0.239429,0.260432,0,,,
@4AllSoulKind,,,174,8,0.295148,0.335481,691.221429,0,5,3
@TheDemocrats,,,54,0,0,0,0,,,
@Yates4Prez,,,174,0,0,0,0,,,
@4C_Blue,,,345,8,0.282848,0.321183,0,,,
@TheLyfeULive86,,,345,0,0,0,0,0,2,3
@4chloebear,,,73,8,0.285345,0.328485,101,0,2,3
@42501996,,,73,0,0,0,0,,,
@4est_crow,,,135,8,0.282383,0.319626,0,,,
@4everbobbie,,,136,8,0.282383,0.319626,0,1,0,3
@4everNeverTrump,,,9,8,0.29911,0.343113,428.384524,0,1,3
@TheRickWilson,,,9,0,0,0,0,0,4,3
@4EverTexanEsq99,,,2774,8,0.283312,0.322733,6,1,0,3
@bchapman151,,,2774,8,0.282383,0.319626,0,0,1,3
@lovesmilelaugh2,,,2774,0,0,0,0,1,0,3
@4evr_sea,,,2774,8,0.283495,0.323114,0,1,0,3
@WillieGeist,,,2774,1,1,1,10,0,2,3
@4evrursnaturaly,,,1560,9,0.232964,0.255655,0,1,0,5
@4frespeech1,,,616,8,0.28479,0.325244,0,,,
@BreitbartNews,,,616,0,0,0,0,0,9,3
@4happyfolks,,,96,8,0.29125,0.341324,0.916667,,,
@ArizonaKayte,,,96,1,1,1,22.35,0,10,3
@carrieksada_,,,96,8,0.307285,0.367005,3782.853463,0,14,3
@DonnaWR8,,,96,8,0.291274,0.341718,173.016667,0,9,3
@jojoh888,,,96,8,0.291274,0.343873,199.238492,0,1,3
@KatTheHammer1,,,96,8,0.282383,0.319626,0,0,11,3
@kwilli1046,,,96,8,0.282383,0.319626,51.346501,0,13,3
@misfitkronos,,,96,8,0.291068,0.340251,0.25,,,
@USAHotLips,,,96,0,0,0,0,0,20,3
@4lisaguerrero,,,137,8,0.286745,0.329193,0,,,
@moniquemarvez,,,137,0,0,0,0,,,
@4N0RDC,,,138,8,0.282383,0.319626,0,,,
@4orensicdude,,,1560,9,0.223246,0.243449,0,,,
@4oursunsx,,,139,8,0.282383,0.319626,0,,,
@4politics2,,,54,8,0.283301,0.323067,0,,,
@4pugs1moodle,,,140,1,1,1,0,,,
@bbpoltergiest,,,140,0,0,0,0,,,
@4RealWomen_,,,133,9,0.23219,0.253369,0,,,
@Barnes_Law,,,133,8,0.301031,0.346719,5592.703247,0,9,3
@JaredBeck,,,133,0,0,0,0,,,
@4soozyq,,,141,8,0.282383,0.319626,0,,,
@4thetruthalways,,,142,8,0.282383,0.319626,0,,,
@4truthbombs,,,663,8,0.307437,0.349488,0,,,
@SethNixMusic,,,663,8,0.311908,0.358648,98.369048,2,0,2
@StanCampbell14,,,663,8,0.308339,0.347584,780.666667,0,1,3
@4YrsToday,,,1560,9,0.242492,0.26651,871,,,
@5_2blue,,,2010,10,0.206047,0.226683,0,,,
@BostonGlobe,,,2010,9,0.246328,0.270269,2890.233333,0,4,3
@joncoopertweets,,,2010,9,0.257611,0.29338,3465.361905,0,3,3
@TheRevAl,,,49,0,0,0,0,0,2,3
@variety,,,2010,0,0,0,0,0,9,3
@50_hi1,,,1899,9,0.231462,0.247723,0,1,0,3
@502_438,,,133,8,0.309623,0.35292,0,,,
@annefcav,,,133,8,0.30979,0.354845,109.416667,0,1,3
@ClayTravis,,,133,9,0.263956,0.300214,75256.291209,0,33,3
@CryptoPopsicle,,,133,8,0.308496,0.348826,0,,,
@TL504,,,133,8,0.307098,0.347131,13,0,1,3
@TravMoco,,,133,0,0,0,0,0,1,3
@50plusmarin,,,143,8,0.282383,0.319626,0,,,
@50th_President,,,144,8,0.286934,0.330337,8.866667,1,0,3
@anyalhas,,,144,8,0.283031,0.322328,0,1,1,3
@5150power,,,174,9,0.22127,0.24076,0,1,0,3
@MailOnline,,,174,0,0,0,0,0,1,3
@519lucha,,,145,8,0.282383,0.319626,0,1,0,3
@5280_native,,,1426,8,0.282848,0.321183,4,,,
@Shannonb1,,,1426,0,0,0,0,,,
@52Variables,,,146,9,0.246328,0.270269,0,,,
@53848398938550_,,,54,8,0.28315,0.321825,0,,,
@53flowerchild,,,1560,8,0.285437,0.325262,0,1,0,3
@5628051ade6d427,,,147,8,0.282383,0.319626,0,,,
@563Scott,,,54,8,0.283129,0.321592,437,,,
@Dawn_DeMore1,,,96,8,0.286934,0.330337,91.32619,0,1,3
@56casey1,,,73,9,0.267241,0.311327,0,,,
@Barbara02198417,,,73,9,0.266451,0.308539,0,1,0,3
@jessfedigan,,,73,8,0.275265,0.315213,186,0,1,3
@VivaLaFreedom,,,73,8,0.290861,0.326444,21.666667,,,
@56giant04,,,148,8,0.282383,0.319626,0,,,
@56jakesmom,,,2774,8,0.282383,0.319626,0,0,1,3
@56kelli,,,149,1,1,1,0,,,
@yahoo,,,149,0,0,0,0,,,
@575haiku,,,1899,9,0.217322,0.241516,0,,,
@LunaLuvgood2017,,,1899,8,0.27665,0.328065,2843.933333,0,3,3
@mikefarb1,,,1899,0,0,0,0,,,
@5Lugnuts,,,150,8,0.282383,0.319626,0,,,
@5Phederation,,,3813,8,0.282383,0.319626,0,,,
@5phillipsgirls,,,174,8,0.283312,0.322733,0,,,
@5pointbackgammo,,,151,8,0.282383,0.319626,0,1,0,3
@5sahandful,,,1899,8,0.283582,0.323472,5.166667,,,
@Chocoholic_wino,,,1899,0,0,0,0,,,
@619_971,,,474,8,0.284333,0.324317,231.561905,1,0,5
@JohnGoodno,,,474,0,0,0,0,0,1,3
@624josieg,,,152,8,0.282383,0.319626,0,,,
@64agreatyear,,,153,8,0.282383,0.319626,0,,,
@666MillSY666,,,3597,8,0.282848,0.321183,0,,,
@Jordan_Sather_,,,3597,8,0.282383,0.319626,1012.309524,0,6,3
@67easygoin,,,1426,8,0.283871,0.322781,0,,,
@6ixBro,,,133,8,0.30661,0.345634,0,,,
@6justincredible,,,616,8,0.283409,0.321998,0,,,
@Jovian1,,,616,8,0.284231,0.323875,4.5,,,
@6King369,,,154,8,0.282383,0.319626,0,,,
@6Strings_1Hack,,,5314,8,0.297943,0.338397,0,1,0,3
@707_8433111,,,133,9,0.231945,0.254493,0,,,
@RealKyleMorris,,,133,8,0.282848,0.321183,156.683333,,,
@70sMUSICADDICT,,,96,8,0.287599,0.33033,0,1,0,5
@71ss396,,,663,8,0.287582,0.330357,0,,,
@75Verita,,,4323,8,0.296321,0.338842,0,1,0,1
@chrisb_writer,,,4323,8,0.297844,0.343945,865.7,1,20,5
@76ersprocess21,,,345,1,1,1,0,,,
@FreshOffABC,,,345,0,0,0,0,,,
@777paint,,,474,8,0.283398,0.3229,0,,,
@77Pnk,,,9,8,0.290861,0.326444,0,,,
@787Blogger,,,54,8,0.299065,0.345105,0,,,
@JudyFrances1975,,,54,8,0.286084,0.332256,220,1,7,5
@Trump201711,,,54,8,0.284511,0.325795,15.714286,0,1,3
@Tycou,,,54,8,0.296296,0.33888,0,0,1,3
@79HallofFamerBE,,,155,9,0.239429,0.260432,0,,,
@79ouncer,,,156,8,0.282383,0.319626,0,,,
@7brdgesroad,,,4323,8,0.294937,0.338376,51.866667,1,0,3
@crlange12,,,4323,8,0.282383,0.319626,0,0,1,3
@massaro_sherry,,,4323,8,0.281912,0.321906,0,,,
@overthewall1630,,,4323,8,0.299096,0.346776,1393.370635,2,13,3
@7diasdnoticias,,,2010,1,1,1,0,,,
@7e84d3be6f9e4d8,,,345,8,0.283117,0.322685,0,,,
@7ejaazii,,,1253,8,0.286554,0.324997,0,,,
@AliAbunimah,,,1253,10,0.201475,0.217024,491,0,1,3
@Rshahtrader,,,1253,0,0,0,0,,,
@7leaf3,,,73,1,1,1,0,,,
@7MACK10,,,157,1,1,1,0,1,0,5
@JoeBudden,,,157,0,0,0,0,0,1,3
@7ML,,,158,9,0.239429,0.260432,0,,,
@7News,,,159,0,0,0,0,1,0,3
@7point34,,,160,1,1,1,0,1,0,3
@edwardludvigsen,,,160,0,0,0,0,0,1,3
@7tt_Kathy,,,96,8,0.290886,0.339894,2.4,,,
@Genesis33K,,,96,8,0.302537,0.352632,147.983333,,,
@8_21_6_6,,,345,9,0.220989,0.240168,0,,,
@thereal,,,54,0,0,0,0,,,
@804Scoe,,,3597,8,0.282848,0.321183,0,1,0,1
@80SAPPHlC,,,1899,8,0.283871,0.323539,0,,,
@MADBLACKTHOT,,,1899,8,0.282383,0.319626,0,,,
@TheRitaMoreno,,,1899,8,0.283495,0.323875,31.333333,0,2,3
@81KGB,,,161,8,0.282848,0.321183,0,1,0,1
@digital_snypr,,,161,0,0,0,0,0,1,3
@84Merkaba,,,162,8,0.282383,0.319626,0,,,
@86Postmodernist,,,4323,8,0.28275,0.321156,0,1,0,3
@87Srm,,,49,8,0.282848,0.321183,0,,,
@89civicsedanefr,,,1899,1,1,1,0,1,0,3
@nbcnews,,,1899,0,0,0,0,0,2,3
@8lexnicole,,,163,10,0.198006,0.210917,437,,,
@WOW_TN,,,163,9,0.246328,0.270269,872,,,
@8RY8RY,,,164,8,0.282383,0.319626,0,,,
@906Amy,,,345,1,1,1,0,1,0,3
@walterowensgrpa,,,345,0,0,0,0,0,1,3
@911eightynine,,,165,1,1,1,0,,,
@Slysneak,,,165,0,0,0,0,,,
@91fordian,,,2774,8,0.283495,0.323114,0,,,
@986,,,4323,8,0.297801,0.342522,0,,,
@itsninoooo,,,4323,8,0.297532,0.342168,6,,,
@staab_teresa,,,4323,8,0.297532,0.342168,9,,,
@99ermikeb,,,474,9,0.225037,0.246675,0,1,0,5
@9ersush,,,166,8,0.282383,0.319626,0,1,0,5
@a_blues_clue,,,96,1,1,1,0,,,
@TitusNation,,,96,0,0,0,0,0,2,3
@A_Gato_Viejo,,,4323,8,0.285062,0.323624,0,1,0,3
@WonderAunt1979,,,4323,8,0.28534,0.325896,4,0,1,3
@A_Gruszka,,,174,8,0.283031,0.322328,0,,,
@CollinRugg,,,174,9,0.246467,0.271416,1761.87619,1,0,3
@A_Kay77,,,167,8,0.295347,0.336622,0,2,0,2
@EBoyajy,,,167,0,0,0,0,0,1,3
@emrazz,,,167,0,0,0,0,0,1,3
@a_kodakmoment,,,168,8,0.282383,0.319626,0,,,
@a_mo144,,,345,8,0.283301,0.321538,0,,,
@miaperrone,,,345,8,0.282835,0.319978,0,0,1,3
@A_Team_Tim,,,96,8,0.291329,0.341307,0,,,
@RuthieRedSox,,,96,0,0,0,0,0,7,3
@A_Thon_X,,,54,8,0.282848,0.321183,0,,,
@DiversityAndCmx,,,54,8,0.282383,0.319626,0,0,2,3
@a_wildonger,,,474,9,0.247446,0.272868,0,1,0,3
@TeaPainUSA,,,474,9,0.256184,0.285182,20090.339286,0,4,3
@a00link,,,2774,8,0.30255,0.344124,0,,,
@kaycee1971usa,,,2774,8,0.283215,0.323472,3.666667,,,
@michelleisawolf,,,2774,0,0,0,0,0,16,3
@ZaBlanc,,,2774,8,0.302069,0.342626,0,,,
@a2burns,,,4039,1,1,1,0,,,
@a49ersfreak,,,169,8,0.294197,0.332432,0,1,0,1
@a4ronlopez,,,133,8,0.295193,0.335045,0,1,0,3
@a56wildkat,,,170,8,0.282383,0.319626,0,,,
@aa_tweeter,,,2687,9,0.232152,0.250012,0,,,
@denisesteinberg,,,2687,0,0,0,0,,,
@Dictionarycom,,,2687,8,0.300964,0.337346,932.699242,,,
@AAAristarchus,,,133,8,0.307098,0.347131,0,,,
@hislovejoypeace,,,133,8,0.30661,0.345634,0,,,
@aaarocket27,,,5962,8,0.287031,0.330597,0,0,1,3
@AACina,,,171,8,0.282383,0.319626,0,,,
@aalber87,,,474,1,1,1,0,1,0,3
@aamiraltaf71,,,172,8,0.282383,0.319626,0,,,
@aanda0619,,,173,8,0.282383,0.319626,0,1,0,1
@Aaron_Castoreno,,,474,8,0.29289,0.343965,0,2,0,3
@GartrellLinda,,,474,0,0,0,0,0,5,3
@scotlassie49,,,474,8,0.28432,0.325379,3.833333,1,1,5
@TeamCavuto,,,174,8,0.284238,0.325812,2684,0,3,3
@Thomas1774Paine,,,4039,8,0.283031,0.322328,5632.491667,0,9,3
@aaron_korber,,,175,8,0.282383,0.319626,0,,,
@aaron_magro,,,133,8,0.283688,0.32316,0,,,
@AmyOnCoffee,,,133,8,0.283688,0.32316,0,,,
@AaronABarksdale,,,176,8,0.282383,0.319626,0,,,
@AaronBa20886488,,,177,8,0.282383,0.319626,0,,,
@AaronBe84686507,,,3597,8,0.282848,0.321183,0,,,
@Gavin_McInnes,,,3597,8,0.282383,0.319626,436,0,7,3
@AaronBrynen,,,178,1,1,1,0,,,
@LizNBntown,,,178,0,0,0,0,,,
@TxMomin,,,178,0,0,0,0,,,
@aaroncpaulley,,,179,8,0.282383,0.319626,0,,,
@AaronDoodles,,,73,8,0.285885,0.324455,0,,,
@Variety,,,73,8,0.309942,0.368476,17251.971354,0,15,3
@aarondotcompton,,,180,1,1,1,0,,,
@MaryRobinette,,,180,0,0,0,0,,,
@aaronmiller43,,,61,8,0.285623,0.325034,0,,,
